Activity database;Activity code;Activity name;Activity unit;Activity type;Exchange database;Exchange input;Exchange amount;Exchange unit;Exchange type;Exchange uncertainty type;Exchange loc;Exchange scale;Exchange negative;Notes
Fuels_db_WtT_MJ;eH2;eH2;kilogram;process;ecoinvent 3.9 conseq;7595a351d6f62c42a4b2b6a95db812be;8.95E+00;kilogram;technosphere;2;2.19;0.005;FALSE;'tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage' (kilogram, GLO, None)
Fuels_db_WtT_MJ;eH2;eH2;kilogram;process;ecoinvent 3.9 conseq;01ee13b800e386bb68597dc5532399fb;4.87E+01;kilowatt hour;technosphere;2;3.89;0.005;FALSE;'electricity production, wind, >3MW turbine, onshore' (kilowatt hour, RoW, None)
Fuels_db_WtT_MJ;eH2;eH2;kilogram;process;biosphere3;9ec076d9-6d9f-4a0b-9851-730626ed4319;8.00E+00;kilogram;biosphere;2;2.08;0.005;FALSE;Oxygen to air
Fuels_db_WtT_MJ;eH2;eH2;kilogram;process;ecoinvent 3.9 conseq;27523b72726ed90f447059f2c562f2f7;3.00E-05;kilogram;technosphere;2;-10.41;0.005;FALSE;'activated carbon production, granular from hard coal' (kilogram, RER, None)
Fuels_db_WtT_MJ;eH2;eH2;kilogram;process;ecoinvent 3.9 conseq;8c89150c1aad79311135bd1d8e73e5f5;9.00E-06;kilogram;technosphere;2;-11.62;0.005;FALSE;'aluminium production, primary, ingot' (kilogram, IAI Area, EU27 & EFTA, None)
Fuels_db_WtT_MJ;eH2;eH2;kilogram;process;ecoinvent 3.9 conseq;12dfbbddbe9f116efae3e1f0b51b843c;4.50E-06;kilogram;technosphere;2;-12.31;0.005;FALSE;'copper production, cathode, solvent extraction and electrowinning process' (kilogram, GLO, None)
Fuels_db_WtT_MJ;eH2;eH2;kilogram;process;ecoinvent 3.9 conseq;9692baac90ac1e66554f019d3c5cd521;8.75E-08;kilogram;technosphere;2;-16.25;0.005;FALSE;'market for platinum' (kilogram, GLO, None)
Fuels_db_WtT_MJ;eH2;eH2;kilogram;process;ecoinvent 3.9 conseq;dbf4d44689fe4503a4fc1fc05b05df60;1.88E-06;kilogram;technosphere;2;-13.19;0.005;FALSE;'steel production, electric, chromium steel 18/8' (kilogram, RER, None)
Fuels_db_WtT_MJ;eH2;eH2;kilogram;process;ecoinvent 3.9 conseq;88fadc5804813821c5dc5666afaa9b49;1.96E-06;kilogram;technosphere;2;-13.14;0.005;FALSE;'tetrafluoroethylene production' (kilogram, RER, None)
Fuels_db_WtT_MJ;eH2;eH2;kilogram;process;ecoinvent 3.9 conseq;ebca939ae43ceee33496d70c0f7e890f;5.00E-05;kilogram;technosphere;2;-9.90;0.005;FALSE;'titanium production' (kilogram, GLO, None)
Fuels_db_WtT_MJ;eH2;eH2;kilogram;process;Fuels_db_WtT_MJ;eH2;1.00E+00;kilogram;production;;;;;Production of 1 kg hydrogen
Fuels_db_WtT_MJ;DAC;DAC;unit;process;ecoinvent 3.9 conseq;866dbbe340b26afc14e13c2a31db22af;7.62E-04;kilogram;technosphere;2;-7.18;0.005;FALSE;'market for vinyl chloride' (kilogram, RoW, None)
Fuels_db_WtT_MJ;DAC;DAC;unit;process;ecoinvent 3.9 conseq;59bd993148ab113c8da6e4493c63e6d6;8.33E-07;kilogram;technosphere;2;-14.00;0.005;FALSE;'market for polypropylene, granulate' (kilogram, GLO, None)
Fuels_db_WtT_MJ;DAC;DAC;unit;process;ecoinvent 3.9 conseq;dbf4d44689fe4503a4fc1fc05b05df60;1.72E-06;kilogram;technosphere;2;-13.27;0.005;FALSE;'steel production, electric, chromium steel 18/8' (kilogram, RER, None)
Fuels_db_WtT_MJ;DAC;DAC;unit;process;ecoinvent 3.9 conseq;d6a6a3e5607329d76ad0223a42fc6236;2.69E-04;kilogram;technosphere;2;-8.22;0.005;FALSE;'steel production, converter, low-alloyed' (kilogram, RER, None)
Fuels_db_WtT_MJ;DAC;DAC;unit;process;ecoinvent 3.9 conseq;586d0f9f5b4aead045e0772041bb7780;5.29E-07;kilogram;technosphere;2;-14.45;0.005;FALSE;'polyurethane adhesive production' (kilogram, GLO, None)
Fuels_db_WtT_MJ;DAC;DAC;unit;process;ecoinvent 3.9 conseq;78aa6de4762313621a4e09aba3f34b47;3.79E-06;kilogram;technosphere;2;-12.48;0.005;FALSE;'glass fibre production' (kilogram, RER, None)
Fuels_db_WtT_MJ;DAC;DAC;unit;process;ecoinvent 3.9 conseq;069f35bc33417573dcef7c248e6532f2;6.68E-06;cubic meter;technosphere;2;-11.92;0.005;FALSE;'market for concrete, 25MPa' (cubic meter, CH, None)
Fuels_db_WtT_MJ;DAC;DAC;unit;process;Fuels_db_WtT_MJ;DAC;1.00E+00;unit;production;;;;;DAC unit production (per kg CO2)
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;biosphere3;d6235194-e4e6-4548-bfa3-ac095131aef4;-1.76E+00;kilogram;biosphere;2;0.5664;0.005;TRUE;Carbon dioxide, non-fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;biosphere3;78eb1859-abd9-44c6-9ce3-f3b5b33d619c;8.96E-02;kilogram;biosphere;2;-2.4128;0.005;FALSE;'Carbon dioxide, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;biosphere3;77357947-ccc5-438e-9996-95e65e1e1bce;-4.11E-05;kilogram;biosphere;2;-10.1001;0.005;TRUE;'Nitrogen oxides' (kilogram, None, ('air', 'non-urban air or from high stacks'))
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;biosphere3;afd6d670-bbb0-4625-9730-04088a5b035e;-6.16E-05;kilogram;biosphere;2;-9.6946;0.005;TRUE;'Dinitrogen monoxide' (kilogram, None, ('air', 'non-urban air or from high stacks'))
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;biosphere3;0f440cc0-0f74-446d-99d6-8ff0e97a2444;-7.39E-06;kilogram;biosphere;2;-11.8149;0.005;TRUE;'Ammonia' (kilogram, None, ('air', 'non-urban air or from high stacks'))
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;biosphere3;774c181d-18a7-4096-aa99-56801ef6b909;-6.90E-05;kilogram;biosphere;2;-9.5813;0.005;TRUE;'Nitrate' (kilogram, None, ('soil',))
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;ecoinvent 3.9 conseq;89aae5751793efdd26b8ddd3f4eaa367;3.22E-02;megajoule;technosphere;2;-3.44;0.005;FALSE;'diesel, burned in building machine' (megajoule, GLO, None)
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;ecoinvent 3.9 conseq;ce85e44efaca77b3b9fbdb1d9e402d94;9.83E-05;hour;technosphere;2;-9.23;0.005;FALSE;'forwarding, forwarder' (hour, RER, None)
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;ecoinvent 3.9 conseq;a6fc82af6df4c2ee6f773491d7ea54f4;2.00E-04;hour;technosphere;2;-8.52;0.005;FALSE;'harvesting, forestry harvester' (hour, RER, None)
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;ecoinvent 3.9 conseq;dd83cd6bf318e8cc363971b2aac1b5de;4.81E-05;hour;technosphere;2;-9.94;0.005;FALSE;'wood chipping, mobile chipper, at forest road' (hour, RER, None)
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;ecoinvent 3.9 conseq;f4eda54f3064966d4e9e6415299fd4e1;1.00E+00;kilogram;technosphere;2;0.00;0.005;FALSE;'wood chipping, industrial residual wood, stationary electric chipper' (kilogram, RER, None)
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;ecoinvent 3.9 conseq;5ba92423cc0fe86b2b467935f8026293;1.14E+00;megajoule;technosphere;2;0.13;0.005;FALSE;'market for heat, from steam, in chemical industry' (megajoule, RER, None)
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;ecoinvent 3.9 conseq;206c622c567b1abfcfea904962336d32;6.69E-03;kilowatt hour;technosphere;2;-5.01;0.005;FALSE;'market group for electricity, high voltage' (kilowatt hour, RER, None)
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;ecoinvent 3.9 conseq;64b04feb777f5aea1c0ef93ec6390748;1.00E-01;ton kilometer;technosphere;2;-2.30;0.005;FALSE;'market for transport, freight, lorry 3.5-7.5 metric ton, EURO4' (ton kilometer, RER, None)
Fuels_db_WtT_MJ;Wood;Wood;kilogram;process;Fuels_db_WtT_MJ;Wood;1.00E+00;kilogram;production;;;;;Wood chips, dried (1kg DM)
Fuels_db_WtT_MJ;Straw;Straw;kilogram;process;biosphere3;78eb1859-abd9-44c6-9ce3-f3b5b33d619c;8.54E-02;kilogram;biosphere;2;-2.460338806;0.005;FALSE;'Carbon dioxide, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))
Fuels_db_WtT_MJ;Straw;Straw;kilogram;process;ecoinvent 3.9 conseq;d513f79ef8cdacb7de8798febcaa3708;1.77E-03;kilogram;technosphere;2;-6.336705435;0.005;FALSE;'market group for inorganic nitrogen fertiliser, as N' (kilogram, RER, None)
Fuels_db_WtT_MJ;Straw;Straw;kilogram;process;ecoinvent 3.9 conseq;c4a392a124d5daa8f2c8b7b9492f1f83;7.89E-04;kilogram;technosphere;2;-7.145319971;0.005;FALSE;'market for triple superphosphate' (kilogram, RER, None)
Fuels_db_WtT_MJ;Straw;Straw;kilogram;process;ecoinvent 3.9 conseq;4839c35bb3b0d4bd29bd39f153c66722;6.91E-03;kilogram;technosphere;2;-4.974243081;0.005;FALSE;'market for potassium chloride' (kilogram, RER, None)
Fuels_db_WtT_MJ;Straw;Straw;kilogram;process;biosphere3;77357947-ccc5-438e-9996-95e65e1e1bce;-5.81E-05;kilogram;biosphere;2;-9.753435256;0.005;TRUE;'Nitrogen oxides' (kilogram, None, ('air', 'non-urban air or from high stacks'))
Fuels_db_WtT_MJ;Straw;Straw;kilogram;process;biosphere3;afd6d670-bbb0-4625-9730-04088a5b035e;-8.71E-05;kilogram;biosphere;2;-9.347970148;0.005;TRUE;'Dinitrogen monoxide' (kilogram, None, ('air', 'non-urban air or from high stacks'))
Fuels_db_WtT_MJ;Straw;Straw;kilogram;process;biosphere3;0f440cc0-0f74-446d-99d6-8ff0e97a2444;-1.05E-05;kilogram;biosphere;2;-11.46823368;0.005;TRUE;'Ammonia' (kilogram, None, ('air', 'non-urban air or from high stacks'))
Fuels_db_WtT_MJ;Straw;Straw;kilogram;process;biosphere3;774c181d-18a7-4096-aa99-56801ef6b909;-9.76E-05;kilogram;biosphere;2;-9.234641463;0.005;TRUE;'Nitrate' (kilogram, None, ('soil',))
Fuels_db_WtT_MJ;Straw;Straw;kilogram;process;ecoinvent 3.9 conseq;89aae5751793efdd26b8ddd3f4eaa367;8.54E-02;megajoule;technosphere;2;-2.46;0.005;FALSE;'diesel, burned in building machine' (megajoule, GLO, None)
Fuels_db_WtT_MJ;Straw;Straw;kilogram;process;ecoinvent 3.9 conseq;64b04feb777f5aea1c0ef93ec6390748;1.00E-01;ton kilometer;technosphere;2;-2.30;0.005;FALSE;'market for transport, freight, lorry 3.5-7.5 metric ton, EURO4' (ton kilometer, RER, None)
Fuels_db_WtT_MJ;Straw;Straw;kilogram;process;Fuels_db_WtT_MJ;Straw;1.00E+00;kilogram;production;;;;;Straw 
Fuels_db_WtT_MJ;eMeOH_DAC;eMeOH_DAC;megajoule;process;Fuels_db_WtT_MJ;eH2;1.92E-02;kilogram;technosphere;2;-3.95;0.005;FALSE;Hydrogen from electrolysis
Fuels_db_WtT_MJ;eMeOH_DAC;eMeOH_DAC;megajoule;process;biosphere3;d6235194-e4e6-4548-bfa3-ac095131aef4;-1.40E-01;kilogram;biosphere;2;-1.96;0.005;TRUE;Carbon dioxide, non-fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
Fuels_db_WtT_MJ;eMeOH_DAC;eMeOH_DAC;megajoule;process;ecoinvent 3.9 conseq;206c622c567b1abfcfea904962336d32;6.06E-02;kilowatt hour;technosphere;2;-2.80;0.005;FALSE;'market group for electricity, high voltage' (kilowatt hour, RER, None)
Fuels_db_WtT_MJ;eMeOH_DAC;eMeOH_DAC;megajoule;process;ecoinvent 3.9 conseq;5ba92423cc0fe86b2b467935f8026293;7.67E-01;megajoule;technosphere;2;-0.27;0.005;FALSE;'market for heat, from steam, in chemical industry' (megajoule, RER, None)
Fuels_db_WtT_MJ;eMeOH_DAC;eMeOH_DAC;megajoule;process;ecoinvent 3.9 conseq;e6c46d642ea4f31ca764b1aa3625045c;3.68E-04;kilogram;technosphere;2;-7.91;0.005;FALSE;'market for chemical, organic' (kilogram, GLO, None)
Fuels_db_WtT_MJ;eMeOH_DAC;eMeOH_DAC;megajoule;process;Fuels_db_WtT_MJ;DAC;1.40E-01;unit;technosphere;2;-1.96;0.005;FALSE;DAC unit
Fuels_db_WtT_MJ;eMeOH_DAC;eMeOH_DAC;megajoule;process;ecoinvent 3.9 conseq;206c622c567b1abfcfea904962336d32;8.35E-02;kilowatt hour;technosphere;2;-2.48;0.005;FALSE;'market group for electricity, high voltage' (kilowatt hour, RER, None)
Fuels_db_WtT_MJ;eMeOH_DAC;eMeOH_DAC;megajoule;process;ecoinvent 3.9 conseq;6af5d75e12ba4829741c76bb3992302f;3.64E-12;unit;technosphere;2;-26.34;0.005;FALSE;'market for methanol factory' (unit, GLO, None)
Fuels_db_WtT_MJ;eMeOH_DAC;eMeOH_DAC;megajoule;process;ecoinvent 3.9 conseq;7f73767288699c6c41571ef836d4e0d7;9.82E-03;ton kilometer;technosphere;2;-4.62;0.005;FALSE;'transport, pipeline, onshore, petroleum' (ton kilometer, RER, None)
Fuels_db_WtT_MJ;eMeOH_DAC;eMeOH_DAC;megajoule;process;Fuels_db_WtT_MJ;eMeOH_DAC;1.00E+00;megajoule;production;;;;;1 MJ shaft power
Fuels_db_WtT_MJ;eMeOH_bio;eMeOH_bio;megajoule;process;Fuels_db_WtT_MJ;eH2;9.28E-03;kilogram;technosphere;2;-4.68;0.005;FALSE;Hydrogen from electrolysis
Fuels_db_WtT_MJ;eMeOH_bio;eMeOH_bio;megajoule;process;ecoinvent 3.9 conseq;206c622c567b1abfcfea904962336d32;4.12E-02;kilowatt hour;technosphere;2;-3.21;0.005;FALSE;'market group for electricity, high voltage' (kilowatt hour, RER, None)
Fuels_db_WtT_MJ;eMeOH_bio;eMeOH_bio;megajoule;process;ecoinvent 3.9 conseq;ef3646f8b8d02400f99219b5c5758362;7.68E-05;kilogram;technosphere;2;-9.26;0.005;FALSE;market for monoethanolamine' (kilogram, GLO, None)
Fuels_db_WtT_MJ;eMeOH_bio;eMeOH_bio;megajoule;process;ecoinvent 3.9 conseq;6af5d75e12ba4829741c76bb3992302f;1.76E-12;unit;technosphere;2;-27.06;0.005;FALSE;'market for methanol factory' (unit, GLO, None)
Fuels_db_WtT_MJ;eMeOH_bio;eMeOH_bio;megajoule;process;ecoinvent 3.9 conseq;7f73767288699c6c41571ef836d4e0d7;4.75E-03;ton kilometer;technosphere;2;-5.35;0.005;FALSE;'transport, pipeline, onshore, petroleum' (ton kilometer, RER, None)
Fuels_db_WtT_MJ;eMeOH_bio;eMeOH_bio;megajoule;process;Fuels_db_WtT_MJ;bioMeOH;5.16E-01;megajoule;technosphere;;;;;Biomethanol from gasification
Fuels_db_WtT_MJ;eMeOH_bio;eMeOH_bio;megajoule;process;biosphere3;73ed05cc-9727-4abf-9516-4b5c0fe54a16;-6.92E-01;kilogram;biosphere;2;-0.37;0.005;TRUE;'Carbon dioxide, non-fossil' (kilogram, None, ('air', 'urban air close to ground'))
Fuels_db_WtT_MJ;eMeOH_bio;eMeOH_bio;megajoule;process;Fuels_db_WtT_MJ;eMeOH_bio;1.00E+00;megajoule;production;;;;;1 MJ shaft power
Fuels_db_WtT_MJ;bioMeOH;bioMeOH;megajoule;process;Fuels_db_WtT_MJ;Wood;1.60E-01;kilogram;technosphere;2;-1.83;0.005;FALSE;Wood chips (1kg DM)
Fuels_db_WtT_MJ;bioMeOH;bioMeOH;megajoule;process;ecoinvent 3.9 conseq;206c622c567b1abfcfea904962336d32;1.52E-01;kilowatt hour;technosphere;2;-3.32;0.005;FALSE;'market group for electricity, high voltage' (kilowatt hour, RER, None)
Fuels_db_WtT_MJ;bioMeOH;bioMeOH;megajoule;process;ecoinvent 3.9 conseq;67e452a9cb22125afb0868d182db4fb5;1.20E-10;unit;technosphere;2;-23.67;0.005;FALSE;'air separation facility construction' (unit, RER, None)
Fuels_db_WtT_MJ;bioMeOH;bioMeOH;megajoule;process;biosphere3;fc1c42ce-a759-49fa-b987-f1ec5e503db1;-5.79E-03;cubic meter;biosphere;2;-5.15;0.005;TRUE;'Water, cooling, unspecified natural origin' (cubic meter, None, ('natural resource', 'in water'))
